"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",5060.579,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",5881.195,
"CHL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",6356.417,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",1932.922,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",2054.442,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",2242.664,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",2572.282,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",2664.436,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",2727.498,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",2919.82,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",3063.779,
"COL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",3219.032,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",3706.484,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",6119.231,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",6207.264,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",6218.516,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",6203.072,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",6533.621,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",6897.24,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6435.815,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",6683.198,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",6986.33,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",7449.518,
"EST","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",8465.938,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",4359.83,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",4984.038,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",4579.151,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",5339.02,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",5198.313,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",5686.493,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",6350.192,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",7077.641,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",7550.915,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",7555.615,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",8424.808,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9031.23,
"ISR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",9571.615,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",526.7374,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",3033.317,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",5375.793,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",5064.644,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",4756.92,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",4954.345,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",5098.334,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",5967.769,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6631.016,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",6881.772,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",6761.409,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",6762.659,
"LVA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",7075.604,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7072.008,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8375.003,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8530.539,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8674.911,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",8840.39,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8838.494,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",8949.97,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",8875.088,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8445.189,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",8724.973,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9181.787,
"SVN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",9583.56,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",6188.994,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",7595.212,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",7619.636,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8154.062,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",7889.105,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8695.971,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",8694.24,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9009.161,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",9120.824,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",9360.279,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",9754.454,
"OAVG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",10454.01,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",2044.15,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",3744.062,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",5353.919,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",6036.038,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",6327.292,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6408.46,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",6313.109,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",6506.28,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",6451.785,
"GRC","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",6943.053,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",4541.01,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",4741.815,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",4803.398,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",5212.331,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",5383.469,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",5312.415,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",5879.695,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2017",6082.577,
"LTU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2018",6549.534,
"CRI","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",4347.674,
